version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 13,1774452129687,2026-03-25_15-22-09,America/New_York,ios,1.54.3,6f87ebf1-c65d-47cd-96f2-aa142d84f482,Accelerometer|Annotation|AccelerometerUncalibrated,10||10,false,18.6.2
